index,date,game_name,player_name,success_count_mark,attempt_count,attempt_count_mark,score_total_level,game_level,engagement_time_Total_sec,improvement_score
41,11/1/2025 11:06,game1,player02,168,5,500,66,4,2030.847897,4.5010169
42,11/1/2025 9:21,game1,player02,368,6,600,80,1,2489.421821,4.318386868
43,11/1/2025 15:10,game1,player02,318,8,800,69,10,3216.388841,5.719972997
44,11/1/2025 11:03,game1,player02,418,9,900,73,15,4705.096885,7.264006365
45,11/1/2025 8:16,game1,player02,35,6,600,52,4,3012.243049,3.134977495
46,11/1/2025 10:10,game1,player02,246,6,600,70,11,3302.832213,6.497515536
47,11/1/2025 14:52,game1,player02,488,8,800,80,4,2913.437868,4.979900148
48,11/1/2025 14:38,game1,player02,479,7,700,80,6,4575.939978,5.864052383
49,11/1/2025 19:44,game1,player02,371,6,600,80,15,2565.747904,8.529652972
50,11/1/2025 15:23,game1,player02,161,6,600,63,4,2813.271245,3.923400811
51,11/1/2025 18:25,game1,player02,9,8,800,50,13,3899.381885,4.684209591
52,11/1/2025 12:57,game1,player02,184,7,700,63,13,2560.37295,6.321240242
53,11/1/2025 15:51,game1,player02,107,9,900,55,5,4505.908053,2.375746416
54,11/1/2025 18:00,game1,player02,79,8,800,54,13,3589.206396,5.133527334
55,11/1/2025 19:54,game1,player02,295,5,500,79,14,1682.793018,8.315800776
56,11/1/2025 11:58,game1,player02,380,8,800,73,9,4026.83958,5.742580585
57,11/1/2025 13:00,game1,player02,832,9,900,96,8,3852.963237,7.746607208
58,11/1/2025 8:51,game1,player02,36,6,600,53,6,3420.153398,3.70331913
59,11/1/2025 12:54,game1,player02,322,6,600,76,10,2953.145154,6.694338412
60,11/1/2025 16:46,game1,player02,121,9,900,56,9,4413.700693,3.666993784
61,11/1/2025 12:16,game1,player02,261,9,900,64,13,4806.680069,5.698291354
62,11/1/2025 9:04,game1,player02,36,6,600,53,13,2149.53709,5.920968788
63,11/1/2025 8:31,game1,player02,167,5,500,66,2,1921.467855,3.907059127
64,11/1/2025 14:32,game1,player02,82,4,400,60,11,1404.821031,6.605997079
65,11/1/2025 13:31,game1,player02,218,8,800,63,1,4800.209261,2.298874357
66,11/1/2025 13:49,game1,player02,64,3,300,60,7,1338.446154,5.743250712
67,11/1/2025 13:37,game1,player02,81,9,900,50,2,5895.86794,1.231057535
68,11/1/2025 14:02,game1,player02,94,5,500,59,3,2225.884652,3.727123928
69,11/1/2025 16:16,game1,player02,179,9,900,59,10,4929.924653,4.289572552
70,11/1/2025 15:10,game1,player02,120,8,800,57,11,3389.797341,4.79793074
71,11/1/2025 14:22,game1,player02,513,9,900,78,2,4199.572247,3.975767145
72,11/1/2025 19:08,game1,player02,79,2,200,69,7,1136.132396,6.267185445
73,11/1/2025 14:22,game1,player02,77,6,600,56,13,2501.901464,6.138898013
74,11/1/2025 17:26,game1,player02,169,8,800,60,9,3813.680812,4.467938833
75,11/1/2025 17:12,game1,player02,197,8,800,62,3,3316.495721,2.873576686
76,11/1/2025 17:49,game1,player02,655,9,900,86,11,5408.292903,7.468932537
77,11/1/2025 17:27,game1,player02,49,8,800,53,11,3679.766446,4.343905108
78,11/1/2025 19:04,game1,player02,450,6,600,87,3,2816.680159,5.389196282
79,11/1/2025 13:02,game1,player02,159,8,800,59,1,4664.046515,1.947774548
80,11/1/2025 18:21,game1,player02,5,9,900,50,5,3776.058517,1.797465524
81,11/1/2025 15:53,game1,player02,597,9,900,83,2,4714.564432,4.457310838
82,11/1/2025 16:04,game1,player02,116,8,800,57,7,3358.641681,3.575649883
83,11/1/2025 12:08,game1,player02,143,6,600,60,4,3670.489201,3.734028778
84,11/1/2025 18:54,game1,player02,425,9,900,73,9,4259.06663,5.534316875
85,11/1/2025 15:19,game1,player02,36,8,800,52,2,4129.486343,1.533230115
86,11/1/2025 17:35,game1,player02,79,1,100,89,5,562.7176136,6.170156881
87,11/1/2025 8:17,game1,player02,77,9,900,54,5,4605.231579,2.186282001
88,11/1/2025 12:40,game1,player02,194,5,500,69,15,2089.505727,7.953388253
89,11/1/2025 18:02,game1,player02,195,5,500,69,2,2527.897893,4.010789123
90,11/1/2025 17:09,game1,player02,65,5,500,56,10,1690.720669,5.70936437
91,11/1/2025 18:13,game1,player02,483,8,800,80,1,3573.038377,4.003539002
92,11/1/2025 10:13,game1,player02,123,6,600,60,15,2067.614247,7.060220903
93,11/1/2025 17:28,game1,player02,181,8,800,61,1,3418.435093,2.168719785
94,11/1/2025 14:36,game1,player02,410,7,700,79,3,3217.911029,4.650165791
95,11/1/2025 13:19,game1,player02,266,7,700,69,11,3134.802374,6.176761716
96,11/1/2025 17:07,game1,player02,139,8,800,58,8,3530.045951,4.004302365
97,11/1/2025 14:16,game1,player02,245,9,900,63,4,3044.005729,3.009320634
98,11/1/2025 13:19,game1,player02,200,5,500,70,12,2378.260999,7.057971
99,11/1/2025 14:45,game1,player02,140,9,900,57,8,4966.987423,3.448951394
100,11/1/2025 16:38,game1,player02,286,8,800,67,14,3688.126569,6.691657877
101,11/1/2025 19:32,game1,player02,521,7,700,87,15,3504.172559,8.905779956
102,11/1/2025 12:09,game1,player02,183,7,700,63,11,4156.943448,5.588417187
103,11/1/2025 16:34,game1,player02,261,9,900,64,1,4708.150902,2.104373401
104,11/1/2025 15:51,game1,player02,431,9,900,69,14,5877.944666,6.971052798
105,11/1/2025 15:21,game1,player02,256,6,600,71,10,2714.373971,6.313113521
106,11/1/2025 13:18,game1,player02,531,6,600,94,11,3526.464384,8.21847552
107,11/1/2025 16:01,game1,player02,85,8,800,55,13,3932.037365,5.146386294
108,11/1/2025 14:31,game2,player02,204,6,600,67,8,2779.767844,5.389280755
109,11/1/2025 8:20,game2,player02,190,5,500,69,2,1025.967217,4.147114754
110,11/1/2025 17:23,game2,player02,682,7,700,98,11,3791.269004,8.666883412
111,11/1/2025 16:30,game2,player02,197,7,700,64,5,2955.205734,3.969348751
112,11/1/2025 16:13,game2,player02,31,7,700,52,13,3998.72355,5.272085433
113,11/1/2025 12:48,game2,player02,454,9,900,75,14,4731.007573,7.18240694
114,11/1/2025 14:35,game2,player02,269,9,900,64,6,3675.224606,3.717023172
115,11/1/2025 18:38,game2,player02,186,7,700,63,11,3240.430606,5.679489634
116,11/1/2025 17:17,game2,player02,238,9,900,63,14,4199.8452,5.895194741
117,11/1/2025 15:01,game2,player02,29,8,800,51,10,3334.0942,3.945687903
118,11/1/2025 10:41,game2,player02,158,9,900,58,11,4183.741632,4.507299899
119,11/1/2025 10:17,game2,player02,4,5,500,50,1,1979.605105,2.604488322
120,11/1/2025 10:00,game2,player02,206,5,500,70,10,2457.321276,6.485853192
121,11/1/2025 8:26,game2,player02,70,1,100,85,15,462.5126915,9.170826282
122,11/1/2025 17:52,game2,player02,162,6,600,63,4,3277.678972,3.886511206
123,11/1/2025 17:15,game2,player02,705,9,900,89,13,4827.196302,8.410358253
124,11/1/2025 8:32,game2,player02,231,5,500,73,13,1915.32339,7.598852957
125,11/1/2025 14:26,game2,player02,91,6,600,57,4,2346.434766,3.538848633
126,11/1/2025 13:38,game2,player02,327,7,700,73,6,3106.801848,5.051761758
127,11/1/2025 13:48,game2,player02,438,9,900,74,6,3831.026627,4.740183542
128,11/1/2025 10:55,game2,player02,860,9,900,97,6,5412.789175,7.221432767
129,11/1/2025 19:50,game2,player02,288,9,900,66,15,4473.041273,6.483886341
130,11/1/2025 14:31,game2,player02,684,9,900,88,3,4223.129469,5.319312996
131,11/1/2025 17:36,game2,player02,315,7,700,72,13,4191.852605,6.992313285
132,11/1/2025 16:57,game2,player02,400,7,700,78,14,3254.480709,7.886152325
133,11/1/2025 8:38,game2,player02,52,8,800,53,8,4206.07564,3.425689192
134,11/1/2025 14:45,game2,player02,382,8,800,73,5,4720.221067,4.506651315
135,11/1/2025 18:08,game2,player02,659,9,900,86,4,4247.768057,5.465014317
136,11/1/2025 12:14,game2,player02,127,8,800,57,2,3919.267902,2.103939729
137,11/1/2025 9:27,game2,player02,15,7,700,51,8,3064.867047,3.74842325
138,11/1/2025 10:00,game2,player02,509,9,900,77,8,5515.342447,5.670102318
139,11/1/2025 16:48,game2,player02,107,9,900,55,11,4358.522584,4.184844285
140,11/1/2025 11:57,game2,player02,264,8,800,66,9,2983.561422,5.106141568
141,11/1/2025 18:34,game2,player02,156,9,900,58,13,5463.893958,5.016055929
142,11/1/2025 13:18,game2,player02,588,8,800,86,2,3482.576268,4.951487759
143,11/1/2025 12:10,game2,player02,101,5,500,60,2,2297.105303,3.4619883
144,11/1/2025 12:49,game2,player02,504,9,900,78,4,3638.293968,4.555413953
145,11/1/2025 18:26,game2,player02,280,9,900,65,9,5021.630968,4.601133891
146,11/1/2025 19:48,game2,player02,344,9,900,69,2,4850.962616,2.902780085
147,11/1/2025 17:41,game2,player02,487,7,700,84,14,3654.689824,8.386056363
148,11/1/2025 10:09,game2,player02,383,6,600,78,7,3835.996869,6.08537066
149,11/1/2025 16:58,game2,player02,171,7,700,62,9,3507.015813,4.966665412
150,11/1/2025 10:24,game2,player02,208,6,600,67,7,3559.655025,5.041513424
151,11/1/2025 8:56,game2,player02,238,9,900,63,14,4113.869257,5.900501898
152,11/1/2025 16:51,game2,player02,708,9,900,89,9,4325.507545,7.259660028
153,11/1/2025 14:38,game2,player02,32,2,200,58,7,804.4234168,6.072104606
154,11/1/2025 9:21,game2,player02,84,9,900,54,11,3243.003089,4.113147957
155,11/1/2025 17:16,game2,player02,426,8,800,76,12,3466.881486,6.962577675
156,11/1/2025 16:52,game2,player02,686,7,700,97,7,4370.276912,7.445374848
157,11/1/2025 10:58,game2,player02,540,9,900,80,15,4536.353639,8.01997817
158,11/1/2025 17:19,game2,player02,388,9,900,70,10,5526.23942,5.529985221
159,11/1/2025 15:12,game2,player02,465,9,900,75,4,4590.81778,4.258282853
160,11/1/2025 15:28,game2,player02,195,8,800,62,8,3297.916118,4.362644714
161,11/1/2025 10:37,game2,player02,307,8,800,69,10,3791.231497,5.612831146
162,11/1/2025 13:41,game2,player02,88,9,900,54,12,4897.142029,4.33548506
163,11/1/2025 10:36,game2,player02,130,9,900,55,14,5594.753969,5.149089261
164,11/1/2025 14:39,game2,player02,203,6,600,66,5,3005.306388,4.462286446
165,11/1/2025 12:50,game2,player02,243,8,800,65,2,4267.092589,2.788674126
166,11/1/2025 12:14,game2,player02,183,7,700,63,13,3328.778234,6.254144585
167,11/1/2025 10:47,game2,player02,369,9,900,70,13,3370.014907,6.446974388
168,11/1/2025 18:37,game2,player02,651,9,900,86,1,3765.664141,4.54588493
169,11/1/2025 8:39,game2,player02,357,9,900,69,6,3961.75995,4.237113583
170,11/1/2025 12:27,game2,player02,149,5,500,64,4,1370.542079,4.458273102
171,11/1/2025 18:13,game2,player02,110,5,500,61,13,1633.565762,6.890714915
172,11/1/2025 19:49,game2,player02,109,6,600,59,13,2514.493161,6.33328767
173,11/1/2025 12:20,game2,player02,181,5,500,68,7,2394.250605,5.440083266
174,11/1/2025 10:17,game2,player02,102,7,700,57,15,2941.190435,6.389905521
175,11/1/2025 9:51,game2,player02,676,9,900,87,13,4354.036992,8.262343396
176,11/1/2025 19:33,game2,player02,233,8,800,64,5,3660.37785,3.669695983
177,11/1/2025 13:21,game2,player02,442,6,600,86,15,2621.153466,8.958411716
178,11/1/2025 17:15,game2,player02,15,7,700,51,14,3737.763355,5.495018781
179,11/1/2025 9:50,game2,player02,286,7,700,70,11,3746.205938,6.250459846
180,11/1/2025 14:04,game2,player02,344,9,900,69,5,3174.926759,3.906239089
181,11/1/2025 12:35,game2,player02,136,5,500,59,5,3245.47582,4.470502687
182,11/1/2025 15:31,game2,player02,765,8,800,97,1,4473.099833,5.664368067
183,11/1/2025 8:20,game2,player02,405,9,900,72,12,3258.072697,6.373884401
184,11/1/2025 8:25,game2,player02,24,9,900,49,2,5563.352303,1
185,11/1/2025 16:44,game2,player02,586,9,900,82,7,4739.797968,5.88853099
186,11/1/2025 12:14,game2,player02,474,9,900,76,10,4555.011743,6.115493102
187,11/1/2025 8:33,game2,player02,59,3,300,59,11,1830.179757,6.821633378
188,11/1/2025 9:18,game2,player02,295,6,600,67,13,4212.546724,7.312727155
189,11/1/2025 9:27,game2,player02,18,7,700,51,4,2813.830068,2.586680153
190,11/1/2025 15:48,game2,player02,327,9,900,68,4,4048.08611,3.448451475
191,11/1/2025 16:20,game2,player02,233,7,700,66,5,3253.716335,4.165657434
192,11/1/2025 15:06,game2,player02,494,9,900,77,10,3898.274262,6.278254675
193,11/1/2025 18:18,game2,player02,604,9,900,83,8,3723.784791,6.361247852
194,11/1/2025 11:09,game2,player02,446,6,600,87,3,2370.522975,5.406062687
195,11/1/2025 18:55,game2,player02,176,9,900,59,2,5104.32294,1.860473893
196,11/1/2025 19:46,game2,player02,157,9,900,58,9,4303.269008,3.893810555
197,11/1/2025 15:59,game2,player02,80,8,800,55,2,3752.328191,1.828310542
198,11/1/2025 17:43,game2,player02,270,8,800,66,2,4161.81305,2.960985205
199,11/1/2025 15:52,game2,player02,46,6,600,53,7,3548.353777,4.052559835
200,11/1/2025 10:56,game2,player02,620,9,900,84,8,4965.132612,6.382399221
201,11/1/2025 9:05,game2,player02,118,3,300,69,13,1354.779923,7.87022594
202,11/1/2025 12:24,game2,player02,665,8,800,91,6,4346.750539,6.562031213
203,11/1/2025 16:36,game2,player02,517,8,800,82,4,2952.967762,5.154377239
204,11/1/2025 16:11,game2,player02,580,9,900,82,6,4056.503851,5.594042972
205,11/1/2025 10:13,game2,player02,10,6,600,50,8,1939.618996,4.28151676
206,11/1/2025 17:05,game2,player02,269,7,700,69,8,3367.641656,5.276615742
207,11/1/2025 10:46,game2,player02,117,5,500,61,11,2340.249705,6.254972255
208,11/1/2025 12:34,game2,player02,377,8,800,73,12,3980.921935,6.627435977
209,11/1/2025 18:40,game2,player02,347,5,500,84,1,2906.051449,4.59766095
210,11/1/2025 19:17,game2,player02,110,9,900,56,12,2386.856939,4.624885374
211,11/1/2025 9:26,game2,player02,77,9,900,54,9,4425.444799,3.397379951
212,11/1/2025 10:15,game2,player02,282,4,400,80,7,2652.544328,6.454924399
213,11/1/2025 19:25,game2,player02,365,6,600,80,14,2710.571835,8.179576682
214,11/1/2025 19:13,game2,player02,582,9,900,82,10,3835.62135,6.819899917
215,11/1/2025 17:05,game2,player02,486,9,900,77,6,3579.439087,5.04904697
216,11/1/2025 17:36,game2,player02,59,9,900,53,9,3542.181297,3.341902389
217,11/1/2025 9:37,game2,player02,72,6,600,56,5,2576.90873,3.70139734
218,11/1/2025 15:32,game2,player02,755,9,900,91,6,4254.483013,6.651266481
219,11/1/2025 13:23,game2,player02,480,9,900,76,13,3900.074445,7.092587997
220,11/1/2025 10:15,game2,player02,375,8,800,73,5,3820.041647,4.526385997
221,11/1/2025 14:17,game2,player02,357,9,900,69,12,3344.490495,6.075216636
222,11/1/2025 12:09,game2,player02,129,5,500,62,14,2399.624427,7.221708397
223,11/1/2025 15:17,game2,player02,138,3,300,66,7,2075.956035,6.058897031
224,11/1/2025 10:43,game2,player02,131,6,600,60,12,2024.001996,6.213147963
225,11/1/2025 10:01,game2,player02,355,8,800,72,5,4057.576729,4.387668283
226,11/1/2025 9:37,game2,player02,382,7,700,77,9,3810.874421,6.231994094
227,11/1/2025 8:37,game2,player02,199,6,600,66,9,2076.717189,5.723822483
228,11/1/2025 10:23,game2,player02,420,8,800,76,3,4143.118513,4.178950103
229,11/1/2025 11:47,game2,player02,450,8,800,78,11,4151.634719,6.761692033
230,11/1/2025 18:04,game2,player02,86,1,100,93,14,497.0393301,8.949422594
231,11/1/2025 19:07,game2,player02,341,8,800,68,10,5084.612614,5.730790791
232,11/1/2025 12:28,game2,player02,324,6,600,77,5,3086.000166,5.194259244
233,11/1/2025 15:13,game2,player02,464,8,800,79,8,3849.563791,5.968224737
234,11/1/2025 12:13,game2,player02,14,9,900,50,9,3171.983768,3.089754088
235,11/1/2025 12:02,game2,player02,47,9,900,52,5,3782.357268,2.053743379
236,11/1/2025 12:53,game2,player02,576,8,800,86,11,4065.864217,7.537648318
237,11/1/2025 8:11,game2,player02,28,8,800,51,1,3517.51488,1.226839244
238,11/1/2025 9:04,game2,player02,85,8,800,55,4,3877.982361,2.450140114
239,11/1/2025 13:51,game2,player02,287,8,800,67,14,4625.136895,6.632698827
240,11/1/2025 14:14,game2,player02,234,9,900,63,3,4130.895471,2.575006452
241,11/1/2025 11:07,game2,player02,312,6,600,76,11,3000.030919,6.928886026
242,11/1/2025 18:56,game2,player02,52,4,400,56,7,2038.607466,5.134637852
243,11/1/2025 15:00,game2,player02,674,8,800,92,14,2901.197726,9.117416825
244,11/1/2025 8:38,game2,player02,239,9,900,63,12,4774.442979,5.265836853
245,11/1/2025 8:37,game2,player02,99,4,400,62,14,1535.125972,7.591788059
246,11/1/2025 19:10,game2,player02,50,8,800,53,9,3526.22217,3.760679016
247,11/1/2025 15:39,game2,player02,225,7,700,66,10,3670.367432,5.583700997
248,11/1/2025 14:12,game2,player02,164,9,900,59,8,3922.255822,3.660107665
249,11/1/2025 13:26,game2,player02,504,7,700,86,14,3046.803148,8.538190226
250,11/1/2025 15:05,game2,player02,346,4,400,93,5,1742.656792,6.372408779
251,11/1/2025 12:37,game2,player02,165,4,400,70,13,1618.257194,7.68357539
252,11/1/2025 11:54,game2,player02,235,6,600,69,6,2627.655306,4.992809694
253,11/1/2025 8:32,game2,player02,137,4,400,61,13,2683.372852,7.364531548
254,11/1/2025 19:47,game2,player02,532,6,600,94,13,3440.11613,8.83258184
255,11/1/2025 13:54,game2,player02,232,7,700,66,8,3009.790877,5.078905486
256,11/1/2025 14:10,game2,player02,272,9,900,65,8,5228.332292,4.239485661
257,11/1/2025 10:14,game2,player02,57,2,200,54,3,1486.561142,4.835399683
258,11/1/2025 12:49,game2,player02,359,5,500,80,5,3327.197631,5.824200263
259,11/1/2025 14:51,game2,player02,282,9,900,65,10,3765.559496,4.990891389
260,11/1/2025 13:31,game2,player02,22,6,600,50,8,3681.31313,4.193582118
261,11/1/2025 9:00,game2,player02,350,8,800,71,10,3848.499399,5.871631986
262,11/1/2025 14:50,game2,player02,149,2,200,87,12,1156.547641,8.189292322
263,11/1/2025 19:38,game2,player02,628,9,900,84,6,4974.980055,5.830680244
264,11/1/2025 18:32,game2,player02,322,6,600,76,2,2884.231204,4.300719333
265,11/1/2025 16:29,game2,player02,54,7,700,53,4,3491.787949,2.752873972
266,11/1/2025 11:51,game2,player02,373,9,900,70,1,4075.015601,2.827900272
267,11/1/2025 9:53,game2,player02,10,8,800,49,10,4902.918977,3.720630627
268,11/1/2025 9:21,game2,player02,195,2,200,98,9,886.1300911,7.645519419
269,11/1/2025 19:02,game2,player02,281,6,600,73,8,2840.990244,5.85416757
270,11/1/2025 14:44,game2,player02,39,5,500,53,10,3049.868023,5.399459109
271,11/1/2025 11:54,game2,player02,612,9,900,84,4,4798.151352,5.143817818
272,11/1/2025 14:17,game2,player02,753,8,800,97,10,3657.57352,8.347668506
273,11/1/2025 19:17,game2,player02,80,5,500,58,8,2381.552089,5.12427199
274,11/1/2025 14:53,game2,player02,693,9,900,88,15,4427.463227,8.961699801
275,11/1/2025 18:28,game2,player02,74,9,900,54,15,3557.91904,5.23259759
276,11/1/2025 19:03,game2,player02,80,4,400,54,14,2673.568828,7.317559885
277,11/1/2025 10:34,game2,player02,13,7,700,50,15,3807.895544,5.777230512
278,11/1/2025 13:45,game2,player02,199,4,400,74,8,2295.529934,6.297287509
279,11/1/2025 9:38,game2,player02,51,8,800,53,12,3253.737938,4.685712643
280,11/1/2025 17:46,game2,player02,384,8,800,74,8,3224.91349,5.522714341
281,11/1/2025 12:23,game2,player02,286,8,800,67,3,3205.587641,3.425167525
282,11/1/2025 9:50,game2,player02,29,8,800,51,5,4383.567396,2.37280782
283,11/1/2025 15:38,game2,player02,24,4,400,53,6,1802.307514,4.696346179
284,11/1/2025 15:05,game2,player02,211,6,600,67,2,3220.081424,3.591288757
285,11/1/2025 13:25,game2,player02,300,5,500,80,8,2465.890974,6.459345447
286,11/1/2025 10:56,game2,player02,715,9,900,89,2,4180.062082,5.211415921
287,11/1/2025 15:43,game2,player02,333,9,900,68,1,5014.826896,2.525442784
288,11/1/2025 16:06,game2,player02,21,7,700,51,6,3036.257859,3.187360487
289,11/1/2025 18:07,game2,player02,194,8,800,62,1,3765.526705,2.224060646
290,11/1/2025 10:47,game2,player02,135,7,700,59,8,4183.532076,4.392973645
291,11/1/2025 9:30,game2,player02,96,9,900,55,4,4906.391373,1.983803002
292,11/1/2025 8:24,game2,player03,30,9,900,51,3,3311.271321,1.378933869
293,11/1/2025 9:46,game2,player03,51,9,900,52,13,4789.288,4.416031605
294,11/1/2025 11:12,game2,player04,165,5,500,66,14,2471.166385,7.433759291
295,11/1/2025 13:25,game2,player04,561,8,800,85,2,4223.615262,4.735026718
296,11/1/2025 9:53,game2,player04,489,7,700,84,15,1918.776864,8.836049455
297,11/1/2025 10:41,game2,player04,152,8,800,59,12,4411.810953,5.222513128
298,11/1/2025 15:37,game2,player04,160,9,900,58,7,3863.103831,3.339314578
299,11/1/2025 16:36,game2,player04,88,7,700,56,11,4056.775583,5.015811462
300,11/1/2025 12:50,game2,player04,118,9,900,56,8,4992.502083,3.31293197
301,11/1/2025 18:55,game2,player04,76,9,900,54,8,4108.229288,3.110850044
302,11/1/2025 10:46,game2,player04,295,5,500,79,4,2420.227568,5.233863604
303,11/1/2025 9:26,game2,player05,458,7,700,82,8,1997.498091,6.540357294
304,11/1/2025 16:42,game2,player05,118,5,500,53,10,3633.837769,5.817351359
305,11/1/2025 12:14,game2,player05,245,9,900,63,5,3630.188188,3.273136532
306,11/1/2025 12:26,game2,player05,40,9,900,52,8,5055.529658,2.832374712
307,11/1/2025 18:35,game2,player05,497,9,900,77,15,4120.922774,7.782844273
308,11/1/2025 15:04,game2,player05,701,9,900,88,12,5312.304443,8.055968862
309,11/1/2025 10:14,game2,player05,75,9,900,54,9,4833.185827,3.359988529
310,11/1/2025 8:35,game2,player05,262,7,700,68,9,2226.115477,5.62443528
311,11/1/2025 9:10,game2,player05,147,5,500,64,9,1436.10941,5.938765621
312,11/1/2025 16:08,game2,player05,123,6,600,60,2,2254.467736,3.142919654
313,11/1/2025 14:54,game2,player05,10,4,400,51,3,2271.654107,3.645603596
314,11/1/2025 13:05,game3,player05,57,4,400,54,9,2531.051191,5.696798446
315,11/1/2025 9:32,game4,player05,89,6,600,53,13,3939.455344,6.079124505
316,11/1/2025 14:50,game4,player05,76,6,600,56,5,3076.905525,3.679545785
317,11/1/2025 19:29,game5,player05,47,9,900,52,13,3794.70743,4.452981023
318,11/1/2025 10:50,game5,player05,164,8,800,60,4,3852.537671,2.934684884
319,11/1/2025 12:35,game5,player05,496,9,900,77,7,3442.546404,5.418608247
320,11/1/2025 16:45,game5,player05,323,6,600,76,8,1975.733101,6.190950639
321,11/1/2025 16:48,game5,player05,345,7,700,74,3,2880.016831,4.279760569
322,11/1/2025 17:43,game5,player05,1,3,300,50,6,1666.417504,4.997515277
323,11/1/2025 13:46,game6,player05,266,7,700,69,14,4132.724887,6.997561517
324,11/1/2025 13:22,game6,player05,532,9,900,79,15,4037.481023,8.001883887
325,11/1/2025 14:48,game6,player05,135,6,600,61,7,3015.384044,4.645797774
326,11/1/2025 18:44,game6,player05,263,8,800,66,4,4699.280938,3.480883268
327,11/1/2025 19:03,game6,player05,97,7,700,56,12,2198.441729,5.518298275
328,11/1/2025 18:43,game6,player05,79,9,900,54,8,4931.895456,3.078339787
329,11/1/2025 8:58,game6,player05,159,7,700,61,5,3315.132778,3.708560891
330,11/1/2025 8:08,game6,player05,181,6,600,65,2,3381.82754,3.392978931
